keen.timestamp,attempt,category,email,event,mc_stats,phase_id,singlesend_name
2020-09-14T11:39:32.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_001
2020-09-14T13:59:23.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_001
2020-09-14T13:59:11.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_001
2020-09-14T13:59:12.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_001
2020-09-14T14:22:49.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_001
2020-09-14T14:40:49.000Z,,campaign_001,info@keen.io,click,singlesend,test,email_001
2020-09-14T15:29:59.000Z,,campaign_001,info@keen.io,click,singlesend,test,email_001
2020-09-14T15:30:01.000Z,,campaign_001,info@keen.io,click,singlesend,test,email_001
2020-09-14T15:30:00.000Z,,campaign_001,info@keen.io,click,singlesend,test,email_001
2020-09-14T15:49:43.000Z,,campaign_006,info@keen.io,click,singlesend,send,email_011
2020-09-14T15:53:40.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_001
2020-09-14T15:53:39.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_001
2020-09-14T15:53:54.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_001
2020-09-14T15:55:52.000Z,,campaign_001,info@keen.io,click,singlesend,test,email_001
2020-09-14T15:55:51.000Z,,campaign_001,info@keen.io,click,singlesend,test,email_001
2020-09-14T15:55:49.000Z,,campaign_001,info@keen.io,click,singlesend,test,email_001
2020-09-14T17:01:16.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:14.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:13.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:15.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:15.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:13.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:12.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:17.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:17.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:14.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:16.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:13.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:10.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:18.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:14.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:19.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:18.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:18.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:18.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:15.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:14.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:17.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:16.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:16.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:15.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:16.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:18.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:20.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:14.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:15.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:17.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:14.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:19.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:13.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:17.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:13.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:18.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:17.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:16.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:17.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:18.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:15.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:20.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:15.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:17.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:17.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:17.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:19.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:15.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:16.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:10.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:10.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:17.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:17.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:22.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:16.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:13.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:19.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:18.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:18.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:19.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:19.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:21.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:16.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:16.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:17.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:16.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:21.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:17.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:23.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:16.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:15.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:15.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:15.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:23.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:17.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:18.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:19.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:20.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:17.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:17.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:19.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:18.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:24.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:19.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:18.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:19.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:24.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:17.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:14.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:14.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:17.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:17.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:19.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:22.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:17.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:18.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:17.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:19.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:17.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
2020-09-14T17:01:16.000Z,,campaign_001,info@keen.io,click,singlesend,send,email_012
