keen.timestamp,attempt,category,email,event,mc_stats,phase_id,singlesend_name
2020-09-14T00:01:17.000Z,25,campaign_001,info@keen.io,deferred,singlesend,send,email_001
2020-09-14T00:08:41.000Z,293,campaign_001,info@keen.io,deferred,singlesend,send,email_001
2020-09-14T00:08:47.000Z,293,campaign_001,info@keen.io,deferred,singlesend,test,email_001
2020-09-14T00:19:50.000Z,294,campaign_001,info@keen.io,deferred,singlesend,send,email_001
2020-09-14T00:19:57.000Z,294,campaign_001,info@keen.io,deferred,singlesend,test,email_001
2020-09-14T00:31:00.000Z,295,campaign_001,info@keen.io,deferred,singlesend,send,email_001
2020-09-14T00:31:07.000Z,295,campaign_001,info@keen.io,deferred,singlesend,test,email_001
2020-09-14T00:42:13.000Z,296,campaign_001,info@keen.io,deferred,singlesend,send,email_001
2020-09-14T00:42:17.000Z,296,campaign_001,info@keen.io,deferred,singlesend,test,email_001
2020-09-14T00:53:20.000Z,297,campaign_001,info@keen.io,deferred,singlesend,send,email_001
2020-09-14T00:53:27.000Z,297,campaign_001,info@keen.io,deferred,singlesend,test,email_001
2020-09-14T01:04:31.000Z,298,campaign_001,info@keen.io,deferred,singlesend,send,email_001
2020-09-14T01:04:37.000Z,298,campaign_001,info@keen.io,deferred,singlesend,test,email_001
2020-09-14T01:15:40.000Z,299,campaign_001,info@keen.io,deferred,singlesend,send,email_001
2020-09-14T01:15:47.000Z,299,campaign_001,info@keen.io,deferred,singlesend,test,email_001
2020-09-14T01:26:51.000Z,300,campaign_001,info@keen.io,deferred,singlesend,send,email_001
2020-09-14T01:26:59.000Z,300,campaign_001,info@keen.io,deferred,singlesend,test,email_001
2020-09-14T01:38:00.000Z,301,campaign_001,info@keen.io,deferred,singlesend,send,email_001
2020-09-14T01:38:07.000Z,301,campaign_001,info@keen.io,deferred,singlesend,test,email_001
2020-09-14T01:49:11.000Z,302,campaign_001,info@keen.io,deferred,singlesend,send,email_001
2020-09-14T01:49:17.000Z,302,campaign_001,info@keen.io,deferred,singlesend,test,email_001
2020-09-14T02:00:20.000Z,303,campaign_001,info@keen.io,deferred,singlesend,send,email_001
2020-09-14T02:00:27.000Z,303,campaign_001,info@keen.io,deferred,singlesend,test,email_001
2020-09-14T02:11:30.000Z,304,campaign_001,info@keen.io,deferred,singlesend,send,email_001
2020-09-14T02:11:37.000Z,304,campaign_001,info@keen.io,deferred,singlesend,test,email_001
2020-09-14T02:22:40.000Z,305,campaign_001,info@keen.io,deferred,singlesend,send,email_001
2020-09-14T02:22:47.000Z,305,campaign_001,info@keen.io,deferred,singlesend,test,email_001
2020-09-14T02:33:50.000Z,306,campaign_001,info@keen.io,deferred,singlesend,send,email_001
2020-09-14T02:33:57.000Z,306,campaign_001,info@keen.io,deferred,singlesend,test,email_001
2020-09-14T02:45:00.000Z,307,campaign_001,info@keen.io,deferred,singlesend,send,email_001
2020-09-14T02:45:07.000Z,307,campaign_001,info@keen.io,deferred,singlesend,test,email_001
2020-09-14T02:46:27.000Z,26,campaign_001,info@keen.io,deferred,singlesend,test,email_001
2020-09-14T02:47:16.000Z,26,campaign_001,info@keen.io,deferred,singlesend,test,email_001
2020-09-14T02:47:47.000Z,26,campaign_001,info@keen.io,deferred,singlesend,test,email_001
2020-09-14T02:49:04.000Z,26,campaign_001,info@keen.io,deferred,singlesend,send,email_001
2020-09-14T02:49:05.000Z,26,campaign_001,info@keen.io,deferred,singlesend,send,email_001
2020-09-14T02:56:11.000Z,308,campaign_001,info@keen.io,deferred,singlesend,send,email_001
2020-09-14T02:56:17.000Z,308,campaign_001,info@keen.io,deferred,singlesend,test,email_001
2020-09-14T02:57:03.000Z,26,campaign_001,info@keen.io,deferred,singlesend,send,email_001
2020-09-14T02:57:04.000Z,26,campaign_001,info@keen.io,deferred,singlesend,send,email_001
2020-09-14T02:57:42.000Z,26,campaign_001,info@keen.io,deferred,singlesend,send,email_001
2020-09-14T02:58:14.000Z,26,campaign_001,info@keen.io,deferred,singlesend,send,email_001
2020-09-14T02:58:21.000Z,26,campaign_001,info@keen.io,deferred,singlesend,send,email_001
2020-09-14T02:58:37.000Z,26,campaign_001,info@keen.io,deferred,singlesend,send,email_001
2020-09-14T02:58:46.000Z,26,campaign_001,info@keen.io,deferred,singlesend,send,email_001
2020-09-14T02:58:50.000Z,26,campaign_001,info@keen.io,deferred,singlesend,send,email_001
2020-09-14T02:58:57.000Z,26,campaign_001,info@keen.io,deferred,singlesend,send,email_001
2020-09-14T02:59:27.000Z,26,campaign_001,info@keen.io,deferred,singlesend,send,email_001
2020-09-14T02:59:37.000Z,26,campaign_001,info@keen.io,deferred,singlesend,test,email_001
2020-09-14T02:59:53.000Z,26,campaign_001,info@keen.io,deferred,singlesend,send,email_001
2020-09-14T03:07:20.000Z,309,campaign_001,info@keen.io,deferred,singlesend,send,email_001
2020-09-14T03:07:27.000Z,309,campaign_001,info@keen.io,deferred,singlesend,test,email_001
2020-09-14T03:11:22.000Z,26,campaign_001,info@keen.io,deferred,singlesend,send,email_001
2020-09-14T03:18:30.000Z,310,campaign_001,info@keen.io,deferred,singlesend,send,email_001
2020-09-14T03:18:37.000Z,310,campaign_001,info@keen.io,deferred,singlesend,test,email_001
2020-09-14T03:29:43.000Z,311,campaign_001,info@keen.io,deferred,singlesend,send,email_001
2020-09-14T03:29:47.000Z,311,campaign_001,info@keen.io,deferred,singlesend,test,email_001
2020-09-14T03:40:53.000Z,312,campaign_001,info@keen.io,deferred,singlesend,send,email_001
2020-09-14T03:40:57.000Z,312,campaign_001,info@keen.io,deferred,singlesend,test,email_001
2020-09-14T03:52:03.000Z,313,campaign_001,info@keen.io,deferred,singlesend,send,email_001
2020-09-14T03:52:07.000Z,313,campaign_001,info@keen.io,deferred,singlesend,test,email_001
2020-09-14T04:03:10.000Z,314,campaign_001,info@keen.io,deferred,singlesend,send,email_001
2020-09-14T04:03:17.000Z,314,campaign_001,info@keen.io,deferred,singlesend,test,email_001
2020-09-14T04:14:24.000Z,315,campaign_001,info@keen.io,deferred,singlesend,send,email_001
2020-09-14T04:14:27.000Z,315,campaign_001,info@keen.io,deferred,singlesend,test,email_001
2020-09-14T04:25:30.000Z,316,campaign_001,info@keen.io,deferred,singlesend,send,email_001
2020-09-14T04:25:37.000Z,316,campaign_001,info@keen.io,deferred,singlesend,test,email_001
2020-09-14T04:36:42.000Z,317,campaign_001,info@keen.io,deferred,singlesend,send,email_001
2020-09-14T04:36:47.000Z,317,campaign_001,info@keen.io,deferred,singlesend,test,email_001
2020-09-14T04:47:50.000Z,318,campaign_001,info@keen.io,deferred,singlesend,send,email_001
2020-09-14T04:47:57.000Z,318,campaign_001,info@keen.io,deferred,singlesend,test,email_001
2020-09-14T04:59:02.000Z,319,campaign_001,info@keen.io,deferred,singlesend,send,email_001
2020-09-14T04:59:07.000Z,319,campaign_001,info@keen.io,deferred,singlesend,test,email_001
2020-09-14T05:10:13.000Z,320,campaign_001,info@keen.io,deferred,singlesend,send,email_001
2020-09-14T05:10:17.000Z,320,campaign_001,info@keen.io,deferred,singlesend,test,email_001
2020-09-14T05:21:20.000Z,321,campaign_001,info@keen.io,deferred,singlesend,send,email_001
2020-09-14T05:21:27.000Z,321,campaign_001,info@keen.io,deferred,singlesend,test,email_001
2020-09-14T05:32:33.000Z,322,campaign_001,info@keen.io,deferred,singlesend,send,email_001
2020-09-14T05:32:37.000Z,322,campaign_001,info@keen.io,deferred,singlesend,test,email_001
2020-09-14T05:43:43.000Z,323,campaign_001,info@keen.io,deferred,singlesend,send,email_001
2020-09-14T05:43:47.000Z,323,campaign_001,info@keen.io,deferred,singlesend,test,email_001
2020-09-14T05:54:50.000Z,324,campaign_001,info@keen.io,deferred,singlesend,send,email_001
2020-09-14T05:54:57.000Z,324,campaign_001,info@keen.io,deferred,singlesend,test,email_001
2020-09-14T05:56:31.000Z,27,campaign_001,info@keen.io,deferred,singlesend,test,email_001
2020-09-14T05:57:16.000Z,27,campaign_001,info@keen.io,deferred,singlesend,test,email_001
2020-09-14T05:57:47.000Z,27,campaign_001,info@keen.io,deferred,singlesend,test,email_001
2020-09-14T05:59:09.000Z,27,campaign_001,info@keen.io,deferred,singlesend,send,email_001
2020-09-14T05:59:10.000Z,27,campaign_001,info@keen.io,deferred,singlesend,send,email_001
2020-09-14T06:06:01.000Z,325,campaign_001,info@keen.io,deferred,singlesend,send,email_001
2020-09-14T06:06:07.000Z,325,campaign_001,info@keen.io,deferred,singlesend,test,email_001
2020-09-14T06:07:03.000Z,27,campaign_001,info@keen.io,deferred,singlesend,send,email_001
2020-09-14T06:07:04.000Z,27,campaign_001,info@keen.io,deferred,singlesend,send,email_001
2020-09-14T06:07:47.000Z,27,campaign_001,info@keen.io,deferred,singlesend,send,email_001
