keen.timestamp,attempt,category,email,event,mc_stats,phase_id,singlesend_name
2020-09-14T00:11:31.000Z,,campaign_002,info@keen.io,open,singlesend,send,email_002
2020-09-14T00:56:54.000Z,,campaign_001,info@keen.io,open,singlesend,send,email_001
2020-09-14T00:59:01.000Z,,campaign_001,info@keen.io,open,singlesend,send,email_001
2020-09-14T01:01:17.000Z,,campaign_003,info@keen.io,open,singlesend,send,email_003
2020-09-14T01:06:22.000Z,,campaign_004,info@keen.io,open,singlesend,send,email_004
2020-09-14T01:07:07.000Z,,campaign_001,info@keen.io,open,singlesend,send,email_001
2020-09-14T01:07:09.000Z,,campaign_001,info@keen.io,open,singlesend,send,email_001
2020-09-14T01:14:25.000Z,,campaign_004,info@keen.io,open,singlesend,send,email_005
2020-09-14T01:16:21.000Z,,campaign_005,info@keen.io,open,singlesend,send,email_006
2020-09-14T01:56:20.000Z,,campaign_001,info@keen.io,open,singlesend,send,email_001
2020-09-14T02:24:32.000Z,,campaign_001,info@keen.io,open,singlesend,test,email_001
2020-09-14T02:32:44.000Z,,campaign_001,info@keen.io,open,singlesend,send,email_001
2020-09-14T02:38:04.000Z,,campaign_006,info@keen.io,open,singlesend,send,email_007
2020-09-14T02:59:14.000Z,,campaign_001,info@keen.io,open,singlesend,test,email_001
2020-09-14T03:30:39.000Z,,campaign_001,info@keen.io,open,singlesend,test,email_001
2020-09-14T04:17:23.000Z,,campaign_001,info@keen.io,open,singlesend,send,email_001
2020-09-14T04:36:44.000Z,,campaign_001,info@keen.io,open,singlesend,test,email_001
2020-09-14T05:16:42.000Z,,campaign_001,info@keen.io,open,singlesend,test,email_001
2020-09-14T05:45:39.000Z,,campaign_001,info@keen.io,open,singlesend,send,email_001
2020-09-14T05:49:10.000Z,,campaign_001,info@keen.io,open,singlesend,send,email_001
2020-09-14T05:49:11.000Z,,campaign_001,info@keen.io,open,singlesend,send,email_001
2020-09-14T05:49:38.000Z,,campaign_001,info@keen.io,open,singlesend,send,email_001
2020-09-14T05:49:37.000Z,,campaign_001,info@keen.io,open,singlesend,send,email_001
